ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,KMeans_Cluster,DBSCAN_Cluster
870,93473,0,3,1,1,20257,15,0,0,6049,0,0,2
872,195563,0,3,1,1,16715,13,0,0,6042,0,0,-1
873,21138,0,1,1,1,4500,2,0,0,6031,1,1,0
876,38763,0,4,1,1,34652,13,0,0,6037,1,0,3
877,16430,0,2,1,1,8528,12,0,0,6036,1,1,1
878,61440,0,2,1,1,8156,25,0,0,6032,0,0,-1
881,76702,0,3,1,1,21568,17,0,0,6025,1,0,2
882,19348,0,3,1,1,17059,19,0,0,6022,1,0,2
883,31669,0,2,1,1,8384,15,0,0,6018,1,1,1
885,16906,0,1,1,1,2750,15,0,0,6017,0,1,0
887,10152,0,1,1,1,0,0,0,0,6010,0,1,0
888,21461,0,3,1,1,40806,28,0,0,6011,1,0,-1
889,28979,0,2,1,1,6494,12,0,0,6010,0,1,1
893,37832,0,1,1,1,0,0,0,0,6004,0,1,0
896,20665,0,3,1,1,19947,16,0,0,5997,1,0,2
897,5546,0,1,1,1,2631,6,0,0,5995,1,1,0
898,91736,0,4,1,1,26724,14,0,0,5994,0,0,3
903,104338,0,1,1,1,2500,1,0,0,5982,0,1,0
904,38312,0,4,1,1,37419,14,0,0,5980,1,0,3
905,1860,0,1,1,1,65,2,0,0,5976,0,1,0
909,27876,0,1,1,1,0,0,0,0,5972,0,1,0
910,115533,0,2,1,1,8867,15,0,0,5968,0,0,1
914,120476,0,2,1,1,9406,14,0,0,5870,0,0,1
917,32141,0,1,1,1,3500,14,0,0,5768,0,1,0
918,967,0,1,1,1,980,2,0,0,5716,0,1,0
919,20281,0,1,1,1,0,0,0,0,5567,0,1,0
921,2111,0,1,1,1,100,1,0,0,5962,0,1,0
923,4600,0,1,1,1,140,1,0,0,5959,0,1,0
926,40189,0,1,1,1,0,0,0,0,5952,1,1,0
927,21747,0,1,1,1,0,0,0,0,5638,1,1,0
931,25512,0,1,1,1,0,0,0,0,5393,0,1,0
932,28519,0,1,1,1,2125,2,0,0,5405,0,1,0
934,163964,0,3,1,1,11385,11,0,0,5948,1,0,-1
938,17739,0,1,1,1,437,4,0,0,5941,0,1,0
940,34428,0,1,1,1,2625,10,0,0,5938,0,1,0
942,17336,0,1,1,1,2375,12,0,0,5934,0,1,0
944,29125,0,3,1,1,10930,14,0,0,5945,0,0,2
945,83848,0,4,1,1,28202,14,0,0,5927,0,0,3
947,124869,0,3,1,1,30116,16,0,0,5924,0,0,2
948,39233,0,4,1,1,27545,13,0,0,5920,1,0,3
949,13050,0,3,1,1,13617,16,0,0,5920,1,0,2
950,90855,0,3,1,1,23992,13,0,0,5919,0,0,2
952,3663,0,1,1,1,894,10,0,0,5916,1,1,0
954,31319,0,1,1,1,7552,5,0,0,5912,0,1,0
955,40757,0,3,1,1,14002,11,0,0,5912,0,0,2
957,125077,0,3,1,1,21881,14,0,0,5905,0,0,2
959,38150,0,3,1,1,16688,15,0,0,5854,1,0,2
960,20342,0,1,1,1,3291,9,0,0,5829,0,1,0
961,45781,0,2,1,1,6498,13,0,0,5801,0,1,1
962,144525,0,1,1,1,2833,4,0,0,5785,0,1,-1
963,37571,0,2,1,1,7197,15,0,0,5762,0,1,1
964,112013,0,3,1,1,24943,14,0,0,5734,0,0,2
965,30638,0,3,1,1,48963,16,0,0,5696,1,0,-1
967,11447,0,1,1,1,1945,13,0,0,5902,0,1,0
968,17778,0,1,1,1,0,0,0,0,5897,0,1,0
970,118572,0,3,1,1,21426,19,0,0,5892,0,0,2
971,13720,0,1,1,1,0,0,0,0,5884,0,1,0
972,11030,0,1,1,1,0,0,0,0,5884,0,1,0
975,26367,0,3,1,1,19649,15,0,0,5874,1,0,2
978,11782,0,1,1,1,0,0,0,0,5864,0,1,0
981,15108,0,1,1,1,2850,16,0,0,5876,0,1,0
984,61227,0,2,1,1,6957,10,0,0,5647,0,1,1
985,2117,0,1,1,1,769,7,0,0,5609,0,1,0
989,55661,0,3,1,1,15107,13,0,0,5387,0,0,2
990,84949,0,4,1,1,41854,15,0,0,5336,0,0,3
992,155587,0,1,1,1,6893,9,0,0,5279,0,0,-1
993,24310,0,1,1,1,2815,6,0,0,5266,0,1,0
996,70671,0,1,1,1,0,0,0,0,5850,0,1,0
997,31593,0,1,1,1,3128,12,0,0,5846,1,1,0
998,101397,0,3,1,1,19173,12,0,0,5847,0,0,2
999,133052,0,3,1,1,17424,15,0,0,5843,0,0,2
1000,37252,0,3,1,1,15774,19,0,0,5842,0,0,2
1001,15241,0,1,1,1,0,0,0,0,5840,0,1,0
1002,21101,0,1,1,1,7171,32,0,0,5839,1,0,-1
1003,80612,0,4,1,1,32334,20,0,0,5839,0,0,3
1005,5274,0,1,1,1,2074,11,0,0,5834,1,1,0
1006,101089,0,3,1,1,23503,17,0,0,5834,0,0,2
1007,7560,0,1,1,1,0,0,0,0,5833,0,1,0
1012,89527,0,3,1,1,22206,14,0,0,5821,1,0,2
1014,49430,0,4,1,1,31471,16,0,0,5822,0,0,3
1016,124004,0,2,1,1,9982,12,0,0,5815,0,0,1
1017,10497,0,1,1,1,0,0,0,0,5815,0,1,0
1019,25463,0,2,1,1,7973,14,0,0,5813,0,1,1
1020,85036,0,4,1,1,43825,21,0,0,5807,1,0,3
1021,11449,0,1,1,1,24415,11,0,0,5864,1,1,-1
1022,54392,0,1,1,1,0,0,0,0,5807,0,1,0
1023,52577,0,1,1,1,441,12,0,0,5804,0,1,0
1024,80174,0,1,1,1,500,1,0,0,5804,1,1,0
1026,9489,0,1,1,1,5359,14,0,0,5807,1,1,0
1027,57587,0,1,1,1,2620,6,0,0,5799,1,1,0
1028,131306,0,3,1,1,32115,15,0,0,5797,0,0,2
1029,39985,0,3,1,1,15103,21,0,0,5794,0,0,2
1034,7800,0,1,1,1,200,1,0,0,5787,0,1,0
1035,27348,0,1,1,1,3084,4,0,0,5824,0,1,0
1037,42990,0,1,1,1,5345,3,0,0,5804,0,1,0
1038,16664,0,1,1,1,0,0,0,0,5778,1,1,0
1039,37618,0,3,1,1,17385,7,0,0,5818,0,0,2
1040,53384,0,3,1,1,16907,12,0,0,5778,0,0,2
1042,113683,0,3,1,1,11821,12,0,0,5773,0,0,2
1048,36935,0,4,1,1,34448,17,0,0,5766,1,0,3
1049,67904,0,1,1,1,81,1,0,0,5764,0,1,0
1050,57434,0,2,1,1,11140,16,0,0,5770,1,0,1
1051,11031,0,1,1,1,1600,5,0,0,5762,0,1,0
1054,9430,0,3,1,1,11323,13,0,0,5756,1,0,2
1056,9793,0,1,1,1,3100,2,0,0,5755,0,1,0
1057,34690,0,3,1,1,18124,14,0,0,5752,1,0,2
1059,63547,0,4,1,1,31745,14,0,0,5748,0,0,3
1061,14106,0,1,1,1,475,4,0,0,5749,0,1,0
1065,45358,0,3,1,1,14507,9,0,0,5735,0,0,2
1073,96988,0,2,1,1,7761,14,0,0,5715,0,0,1
1076,39313,0,3,1,1,24091,16,0,0,5706,1,0,2
1080,37163,0,3,1,1,19318,14,0,0,4988,0,0,2
1081,6158,0,4,1,1,27754,14,0,0,5546,1,0,3
1082,108904,0,3,1,1,19931,17,0,0,5255,0,0,2
1084,68454,0,3,1,1,13667,12,0,0,5559,0,0,2
1085,70877,0,2,1,1,8956,15,0,0,5696,0,0,1
1086,1057,0,1,1,1,433,5,0,0,5622,0,1,0
1088,16992,0,1,1,1,0,0,0,0,5582,0,1,0
1089,2558,0,1,1,1,6264,10,0,0,5581,1,1,0
1090,196093,0,1,1,1,14000,3,0,0,5595,1,0,-1
1093,88500,0,1,1,1,2500,2,0,0,5090,0,1,0
1094,8719,0,1,1,1,2000,9,0,0,5671,0,1,0
1095,36936,0,1,1,1,2875,16,0,0,5492,1,1,0
1098,75428,0,2,1,1,7539,14,0,0,5609,0,0,1
1099,34383,0,3,1,1,22956,12,0,0,5611,1,0,2
1100,82120,0,1,1,1,8000,3,0,0,5619,0,1,0
1101,34546,0,1,1,1,1500,2,0,0,5612,0,1,0
1102,92641,0,1,1,1,5265,6,0,0,5568,0,1,0
1104,19960,0,1,1,1,0,0,0,0,4896,0,1,0
1105,47150,0,4,1,1,39561,18,0,0,5577,1,0,3
1108,68610,0,2,1,1,6115,12,0,0,5349,1,1,1
1109,75684,0,2,1,1,27320,9,0,0,5316,0,0,-1
1110,42438,0,1,1,1,519,10,0,0,5349,0,1,0
1112,24545,0,1,1,1,0,0,0,0,5671,0,1,0
1113,84633,0,3,1,1,10771,10,0,0,5479,0,0,2
1116,47938,0,3,1,1,12656,13,0,0,5708,0,0,2
1119,22585,0,1,1,1,3430,3,0,0,5689,0,1,0
1121,73640,0,2,1,1,10192,14,0,0,5156,0,0,1
1128,69337,0,3,1,1,17740,13,0,0,5667,0,0,2
1129,140866,0,3,1,1,15906,17,0,0,5672,0,0,2
1131,82078,0,4,1,1,40279,9,0,0,5664,0,0,3
1132,33327,0,1,1,1,1000,1,0,0,5664,0,1,0
1133,95783,0,3,1,1,14506,13,0,0,5659,0,0,2
1137,140511,0,4,1,1,32105,16,0,0,5651,0,0,3
1139,28223,0,2,1,1,8625,12,0,0,5651,0,1,1
1141,1625,0,1,1,1,1375,4,0,0,1547,0,1,0
1144,14769,0,1,1,1,500,1,0,0,5639,0,1,0
1145,37215,0,2,1,1,8199,8,0,0,5637,0,1,1
1148,24418,0,2,1,1,12533,13,0,0,5626,1,1,1
1150,144570,0,4,1,1,49052,15,0,0,5617,1,0,-1
1151,24813,0,1,1,1,4066,10,0,0,5225,0,1,0
1153,22116,0,3,1,1,20809,14,0,0,5463,1,0,2
1154,8516,0,1,1,1,0,0,0,0,5566,0,1,0
1156,16872,0,1,1,1,28964,7,0,0,5479,1,1,-1
1157,62895,0,1,1,1,8500,4,0,0,5520,1,1,0
1159,2261,0,1,1,1,15062,2,0,0,5556,1,1,0
1163,39654,0,1,1,1,1625,6,0,0,5518,0,1,0
1164,25214,0,1,1,1,1000,1,0,0,5598,0,1,0
1165,48775,0,3,1,1,17494,15,0,0,5588,0,0,2
1168,23130,0,1,1,1,5032,10,0,0,5500,0,1,0
1169,100443,0,3,1,1,12744,21,0,0,5492,0,0,2
1171,31769,0,1,1,1,0,0,0,0,5464,0,1,0
1172,60170,0,3,1,1,17235,14,0,0,5351,1,0,2
1173,33373,0,1,1,1,0,0,0,0,5427,0,1,0
1174,59385,0,3,1,1,22914,11,0,0,5476,0,0,2
1176,23379,0,2,1,1,11712,25,0,0,5499,1,0,-1
1177,22372,0,3,1,1,14766,12,0,0,4950,0,0,2
1178,23120,0,1,1,1,4231,7,0,0,5615,0,1,0
1181,12091,0,4,1,1,29271,15,0,0,5609,1,0,3
1182,56451,0,2,1,1,9302,11,0,0,5597,1,1,1
1185,4137,0,3,1,1,15891,19,0,0,5588,1,0,2
1187,36644,0,3,1,1,14506,13,0,0,5583,0,0,2
1190,42351,0,4,1,1,28959,14,0,0,5594,0,0,3
1191,34450,0,1,1,1,26996,7,0,0,5566,0,1,-1
1192,4151,0,1,1,1,375,3,0,0,5570,0,1,0
1195,76742,0,3,1,1,17910,13,0,0,5547,0,0,2
1196,27993,0,1,1,1,6000,3,0,0,5542,0,1,0
1197,67770,0,3,1,1,23960,15,0,0,5539,0,0,2
1198,30554,0,4,1,1,38243,25,0,0,5324,1,0,-1
1201,6584,0,1,1,1,0,0,0,0,5118,0,1,0
1202,17489,0,1,1,1,5565,4,0,0,5380,0,1,0
1203,28941,0,1,1,1,2935,6,0,0,4692,0,1,0
1204,19085,0,1,1,1,827,11,0,0,5244,0,1,0
1206,8320,0,1,1,1,0,0,0,0,5164,0,1,0
1207,13640,0,1,1,1,1500,5,0,0,4923,0,1,0
1209,30594,0,1,1,1,3250,12,0,0,5017,0,1,0
1210,11162,0,1,1,1,0,0,0,0,4950,0,1,0
1211,15964,0,1,1,1,0,0,0,0,5325,0,1,0
1213,5583,0,1,1,1,3147,14,0,0,5365,1,1,0
1214,38822,0,1,1,1,2000,9,0,0,5304,0,1,0
1215,2305,0,1,1,1,0,0,0,0,5105,0,1,0
1216,39372,0,1,1,1,4296,10,0,0,5190,0,1,0
1217,25125,0,1,1,1,1875,8,0,0,5147,1,1,0
1218,10288,0,1,1,1,1250,3,0,0,5532,0,1,0
1224,131992,0,3,1,1,12504,16,0,0,5372,0,0,2
1225,2278,0,1,1,1,0,0,0,0,5175,0,1,0
1227,8740,0,1,1,1,1250,3,0,0,5395,0,1,0
1229,26748,0,3,1,1,11981,14,0,0,5408,1,0,2
1231,10009,0,1,1,1,0,0,0,0,5353,0,1,0
1235,71503,0,1,1,1,7819,17,0,0,5080,1,1,0
1236,110247,0,3,1,1,13690,16,0,0,5272,0,0,2
1240,7239,0,3,1,1,15835,15,0,0,5343,1,0,2
1241,63638,0,1,1,1,0,0,0,0,5155,0,1,0
1243,97752,0,1,1,1,3676,10,0,0,5309,0,1,0
1244,8327,0,1,1,1,0,0,0,0,5268,0,1,0
1245,10179,0,2,1,1,5321,15,0,0,4989,1,1,1
1246,23786,0,1,1,1,16950,4,0,0,5364,0,1,0
1250,15352,0,1,1,1,1350,4,0,0,5359,0,1,0
1251,13522,0,1,1,1,5000,1,0,0,5162,0,1,0
1252,13949,0,1,1,1,0,0,0,0,5374,0,1,0
1254,50016,0,3,1,1,13495,14,0,0,4548,0,0,2
1255,23696,0,2,1,1,5577,10,0,0,5531,0,1,1
1264,29707,0,1,1,1,300,3,0,0,5275,0,1,0
1266,28553,0,3,1,1,13844,5,0,0,5517,0,0,2
1268,17699,0,1,1,1,0,0,0,0,5505,1,1,0
1272,37926,0,3,1,1,25153,7,0,0,5845,0,0,2
1273,58628,0,3,1,1,22581,13,0,0,5471,0,0,2
1276,27469,0,1,1,1,1,3,0,0,5461,0,1,0
1278,7210,0,1,1,1,2402,13,0,0,5449,1,1,0
1279,92402,0,4,1,1,40825,14,0,0,5443,1,0,3
1280,22831,0,1,1,1,4500,15,0,0,5442,1,1,0
1281,59113,0,4,1,1,46808,32,0,0,5435,1,0,-1
1287,74453,0,1,1,1,5500,3,0,0,5181,0,1,0
1288,39601,0,1,1,1,4066,12,0,0,5434,0,1,0
1289,1227,0,1,1,1,0,0,0,0,5786,0,1,0
1290,138254,0,1,1,1,24100,9,0,0,5420,1,0,-1
1291,18046,0,1,1,1,162,4,0,0,5416,1,1,0
1292,108395,0,2,1,1,8598,8,0,0,5416,0,0,1
1293,21839,0,1,1,1,1375,4,0,0,5411,0,1,0
1296,39908,0,4,1,1,45824,29,0,0,5394,1,0,-1
1297,14889,0,1,1,1,1500,2,0,0,5393,0,1,0
1299,69323,0,1,1,1,5140,2,0,0,4786,0,1,0
1300,21599,0,2,1,1,5561,13,0,0,5302,0,1,1
1304,249,0,1,1,1,1000,1,0,0,5204,1,1,0
1307,1511,0,1,1,1,2250,11,0,0,5051,1,1,0
1309,139298,0,1,1,1,0,0,0,0,4965,0,1,-1
1310,82380,0,1,1,1,2601,13,0,0,5071,0,1,0
1314,23023,0,1,1,1,0,0,0,0,5087,0,1,0
1316,15719,0,2,1,1,5740,13,0,0,4974,0,1,1
1317,128676,0,1,1,1,8500,3,0,0,5164,0,1,-1
1320,27243,0,2,1,1,6785,12,0,0,4606,0,1,1
1321,64969,0,1,1,1,1135,13,0,0,4996,0,1,0
1322,6112,0,1,1,1,0,0,0,0,5072,0,1,0
1323,71784,0,4,1,1,39276,20,0,0,4936,0,0,3
1324,31484,0,1,1,1,3125,11,0,0,4117,0,1,0
1325,17995,0,1,1,1,0,0,0,0,4994,0,1,0
1329,74777,0,2,1,1,20630,8,0,0,5384,1,0,-1
1331,22132,0,1,1,1,0,0,0,0,5150,0,1,0
1333,88122,0,3,1,1,19408,13,0,0,5174,0,0,2
1335,4146,0,1,1,1,3750,9,0,0,5210,1,1,0
1336,25272,0,1,1,1,0,0,0,0,5189,0,1,0
1337,21855,0,1,1,1,200,3,0,0,5383,0,1,0
1338,63454,0,4,1,1,49068,13,0,0,5383,1,0,3
1339,24292,0,2,1,1,6558,10,0,0,5276,1,1,1
1340,60168,0,4,1,1,44133,16,0,0,4313,1,0,3
1341,9554,0,1,1,1,2710,3,0,0,5064,1,1,0
1342,30130,0,2,1,1,9192,15,0,0,4993,1,1,1
1343,12665,0,1,1,1,4125,24,0,0,4539,0,1,0
1345,10069,0,1,1,1,200,1,0,0,4933,0,1,0
1346,2224,0,1,1,1,0,0,0,0,5098,0,1,0
1347,40576,0,1,1,1,0,0,0,0,5118,0,1,0
1348,5667,0,1,1,1,5667,4,0,0,4937,0,1,0
1349,59791,0,1,1,1,3254,7,0,0,4602,0,1,0
1352,189235,0,3,1,1,20487,20,0,0,5282,0,0,-1
1353,38604,0,1,1,1,625,5,0,0,5184,0,1,0
1354,73008,0,3,1,1,12930,18,0,0,5050,0,0,2
1359,5320,0,1,1,1,2275,9,0,0,5084,0,1,0
1362,113758,0,3,1,1,12616,14,0,0,5199,0,0,2
1364,39946,0,3,1,1,16951,14,0,0,5282,1,0,2
1365,92859,0,4,1,1,33378,15,0,0,5185,1,0,3
1367,82270,0,2,1,1,24612,6,0,0,5270,1,0,-1
1368,97155,0,2,1,1,10004,3,0,0,5244,0,1,-1
1371,23890,0,4,1,1,35574,19,0,0,5031,1,0,3
1373,7354,0,1,1,1,0,0,0,0,5050,0,1,0
1374,45031,0,1,1,1,1000,1,0,0,5227,0,1,0
1375,16125,0,3,1,1,23288,17,0,0,5210,1,0,2
1378,54189,0,2,1,1,8940,17,0,0,4791,0,0,1
1379,15439,0,1,1,1,490,3,0,0,5147,0,1,0
1381,1000,0,1,1,1,0,0,0,0,4769,0,1,0
1383,21582,0,3,1,1,10811,15,0,0,4695,1,0,2
1384,16866,0,1,1,1,0,0,0,0,5072,0,1,0
1385,86011,0,4,1,1,31769,18,0,0,5381,1,0,3
1386,31786,0,1,1,1,2661,10,0,0,5380,0,1,0
1388,5824,0,1,1,1,0,0,0,0,5401,0,1,0
1389,17587,0,1,1,1,17587,7,0,0,5367,0,1,0
1390,1000,0,1,1,1,0,0,0,0,5367,0,1,0
1394,31134,0,3,1,1,20108,17,0,0,5352,0,0,2
1395,57002,0,1,1,1,2570,13,0,0,5350,0,1,0
1399,14345,0,4,1,1,50752,16,0,0,5487,1,0,-1
1402,156041,0,2,1,1,5644,13,0,0,5324,1,0,-1
1404,11648,0,1,1,1,475,4,0,0,5318,0,1,0
1405,14525,0,1,1,1,4625,28,0,0,5317,0,1,-1
1406,10689,0,1,1,1,2750,15,0,0,5315,0,1,0
1407,37552,0,1,1,1,100,1,0,0,5340,0,1,0
1409,26156,0,3,1,1,23831,16,0,0,5297,1,0,2
1410,32061,0,1,1,1,1100,6,0,0,5295,0,1,0
1412,6000,0,1,1,1,0,0,0,0,5286,0,1,0
1413,30892,0,3,1,1,11474,11,0,0,5283,0,0,2
1414,29263,0,3,1,1,15184,13,0,0,5279,0,0,2
1416,43761,0,1,1,1,5398,16,0,0,5268,0,1,0
1417,21393,0,1,1,1,5040,2,0,0,5262,0,1,0
1422,25302,0,3,1,1,11312,13,0,0,5245,0,0,2
1423,11908,0,1,1,1,0,0,0,0,5240,0,1,0
1424,176982,0,1,1,1,2299,9,0,0,5234,0,0,-1
1426,9071,0,1,1,1,1647,9,0,0,5225,0,1,0
1427,144848,0,4,1,1,37056,15,0,0,5219,0,0,3
1432,32313,0,4,1,1,29188,27,0,0,5397,1,0,-1
1435,18068,0,1,1,1,0,0,0,0,5174,0,1,0
1437,26561,0,1,1,1,100,1,0,0,4926,1,1,0
1440,29667,0,1,1,1,5304,19,0,0,4841,0,1,0
1444,20982,0,4,1,1,44238,18,0,0,4716,1,0,3
1446,22639,0,1,1,1,1840,4,0,0,5168,0,1,0
1448,51402,0,1,1,1,4375,14,0,0,4978,0,1,0
1451,18924,0,1,1,1,4000,18,0,0,5168,0,1,0
1453,193547,0,1,1,1,3544,12,0,0,5153,0,0,-1
1457,72178,0,1,1,1,2100,10,0,0,5139,1,1,0
1458,33964,0,1,1,1,300,3,0,0,5128,0,1,0
1459,94272,0,3,1,1,11098,16,0,0,5121,0,0,2
1461,3578,0,1,1,1,0,0,0,0,5114,0,1,0
1462,29342,0,2,1,1,5835,4,0,0,5153,0,1,1
1465,24660,0,2,1,1,7206,14,0,0,5136,1,1,1
1466,147822,0,4,1,1,42469,18,0,0,5107,1,0,-1
1468,2625,0,1,1,1,125,1,0,0,5087,0,1,0
1469,49438,0,4,1,1,33912,14,0,0,5085,1,0,3
1470,24930,0,3,1,1,13060,9,0,0,5084,0,0,2
1471,89835,0,2,1,1,9058,11,0,0,5080,0,0,1
1472,46734,0,2,1,1,10007,18,0,0,5080,0,0,1
1477,139882,0,4,1,1,47089,15,0,0,4859,0,0,-1
1478,10740,0,1,1,1,0,0,0,0,4926,0,1,0
1479,57330,0,1,1,1,380,3,0,0,4986,0,1,0
1480,33560,0,1,1,1,2600,14,0,0,4604,0,1,0
1481,53210,0,1,1,1,11422,10,0,0,4993,1,1,0
1482,9795,0,1,1,1,0,0,0,0,4960,0,1,0
1483,16984,0,2,1,1,10334,15,0,0,4884,1,1,1
1486,29632,0,1,1,1,0,0,0,0,4898,0,1,0
1488,164307,0,3,1,1,21704,14,0,0,4023,0,0,-1
1489,13490,0,1,1,1,0,0,0,0,4870,0,1,0
1490,36296,0,1,1,1,5780,6,0,0,4600,0,1,0
1493,35094,0,1,1,1,4000,11,0,0,4944,1,1,0
1495,30662,0,1,1,1,0,0,0,0,4996,0,1,0
1496,157452,0,4,1,1,45312,18,0,0,4471,0,0,-1
1497,24266,0,1,1,1,2375,12,0,0,4111,0,1,0
1500,59162,0,1,1,1,2520,7,0,0,4726,0,1,0
1502,30486,0,1,1,1,0,0,0,0,5051,0,1,0
1505,20818,0,1,1,1,15214,4,0,0,5036,0,1,0
1506,106509,0,1,1,1,1113,7,0,0,5036,0,1,0
1508,9002,0,1,1,1,1586,9,0,0,4933,1,1,0
1509,16088,0,3,1,1,17872,15,0,0,4563,1,0,2
1510,10079,0,1,1,1,569,8,0,0,4651,0,1,0
1514,20630,0,1,1,1,2045,4,0,0,4643,0,1,0
1517,36665,0,1,1,1,1625,6,0,0,4747,0,1,0
1522,46074,0,1,1,1,2193,11,0,0,4419,0,1,0
1523,1923,0,1,1,1,1170,2,0,0,4615,0,1,0
1524,46030,0,1,1,1,4375,27,0,0,4566,0,1,-1
1525,31236,0,1,1,1,2250,13,0,0,4523,0,1,0
1526,18351,0,1,1,1,0,0,0,0,4744,0,1,0
1527,4779,0,1,1,1,600,2,0,0,4926,1,1,0
1529,66923,0,3,1,1,17139,12,0,0,4875,0,0,2
1530,24008,0,1,1,1,540,3,0,0,4901,0,1,0
1532,2793,0,1,1,1,8000,3,0,0,4588,1,1,0
1537,7291,0,1,1,1,0,0,0,0,4104,0,1,0
1541,114376,0,4,1,1,33949,15,0,0,5009,1,0,3
1545,19998,0,1,1,1,4309,13,0,0,4995,1,1,0
1551,86069,0,4,1,1,35282,21,0,0,4972,1,0,3
1552,8350,0,1,1,1,2125,10,0,0,4967,0,1,0
1553,26862,0,3,1,1,15510,15,0,0,4965,1,0,2
1555,72623,0,1,1,1,0,0,0,0,4957,0,1,0
1558,53869,0,1,1,1,6750,26,0,0,4940,0,0,-1
1559,5264,0,1,1,1,0,0,0,0,4496,0,1,0
1563,22459,0,1,1,1,104,2,0,0,4215,0,1,0
1564,65021,0,2,1,1,10369,12,0,0,3547,0,1,1
1565,44205,0,4,1,1,28340,13,0,0,3676,0,0,3
1566,18433,0,1,1,1,3174,9,0,0,3930,0,1,0
1567,6341,0,1,1,1,3658,12,0,0,3706,0,1,0
1568,3641,0,1,1,1,1164,3,0,0,3603,0,1,0
1569,39207,0,1,1,1,965,3,0,0,3757,0,1,0
1572,329,0,3,1,1,23492,14,0,0,4868,1,0,2
1573,22424,0,1,1,1,648,2,0,0,3951,0,1,0
1574,36805,0,3,1,1,13018,16,0,0,3799,0,0,2
1575,63437,0,2,1,1,7160,15,0,0,4595,0,0,1
1577,7922,0,1,1,1,0,0,0,0,4491,0,1,0
1579,12612,0,1,1,1,0,0,0,0,4170,0,1,0
1581,51324,0,3,1,1,20533,14,0,0,4408,0,0,2
1582,412,0,1,1,1,13000,1,0,0,4761,1,1,0
1583,8103,0,1,1,1,2750,15,0,0,4776,1,1,0
1585,17388,0,1,1,1,0,0,0,0,4232,0,1,0
1590,85884,0,2,1,1,7742,9,0,0,4692,0,1,1
1591,4236,0,1,1,1,3000,7,0,0,4148,1,1,0
1592,55843,0,1,1,1,6000,3,0,0,4341,1,1,0
1594,5573,0,1,1,1,1958,17,0,0,3714,1,1,0
1595,2080,0,1,1,1,0,0,0,0,4635,0,1,0
1596,43686,0,1,1,1,4039,12,0,0,4328,0,1,0
1597,11001,0,1,1,1,255,5,0,0,4315,0,1,0
1598,10146,0,3,1,1,26633,12,0,0,4509,1,0,2
1599,35062,0,3,1,1,16237,26,0,0,4152,1,0,-1
1600,11866,0,2,1,1,6139,9,0,0,4667,1,1,1
1601,41048,0,1,1,1,1195,3,0,0,4856,0,1,0
1602,25004,0,1,1,1,1113,3,0,0,4860,1,1,0
1604,65952,0,4,1,1,34770,14,0,0,4827,0,0,3
1606,61286,0,1,1,1,1500,5,0,0,4755,0,1,0
1609,98608,0,1,1,1,969,12,0,0,4663,0,1,0
1612,123430,0,4,1,1,49987,17,0,0,4798,1,0,-1
1613,36219,0,1,1,1,4044,10,0,0,4595,0,1,0
1615,3789,0,1,1,1,181,3,0,0,4756,1,1,0
1616,16065,0,1,1,1,0,0,0,0,4456,0,1,0
1618,28733,0,1,1,1,0,0,0,0,4650,0,1,0
1619,26965,0,2,1,1,7346,13,0,0,4653,0,1,1
1621,5074,0,1,1,1,500,1,0,0,4730,0,1,0
1623,23551,0,1,1,1,2375,12,0,0,4663,1,1,0
1624,32015,0,1,1,1,6000,6,0,0,4574,0,1,0
1626,39079,0,1,1,1,3070,5,0,0,4750,0,1,0
1627,108616,0,4,1,1,36476,13,0,0,4644,0,0,3
1628,80154,0,4,1,1,47270,14,0,0,4352,0,0,3
1629,25563,0,1,1,1,303,8,0,0,3511,1,1,0
1630,18007,0,4,1,1,33237,15,0,0,4665,1,0,3
1631,51752,0,3,1,1,25962,20,0,0,4631,0,0,2
1632,21540,0,1,1,1,1188,9,0,0,4791,0,1,0
1636,20681,0,1,1,1,0,0,0,0,4939,0,1,0
1637,155278,0,4,1,1,27200,16,0,0,4926,1,0,3
1641,105588,0,2,1,1,22973,3,0,0,4805,0,0,-1
1642,41366,0,3,1,1,27148,15,0,0,4806,0,0,2
1646,58778,0,4,1,1,28325,13,0,0,4919,0,0,3
1647,38224,0,1,1,1,2587,10,0,0,4824,0,1,0
1650,34941,0,3,1,1,23718,16,0,0,4755,0,0,2
1651,115197,0,3,1,1,17638,24,0,0,4820,0,0,-1
1653,98604,0,3,1,1,17490,15,0,0,4919,1,0,2
1656,23984,0,1,1,1,2737,14,0,0,4905,0,1,0
1657,169947,0,4,1,1,48140,21,0,0,4895,0,0,-1
1659,71610,0,3,1,1,20918,14,0,0,4895,0,0,2
1662,18601,0,1,1,1,100,1,0,0,4888,0,1,0
1664,43326,0,1,1,1,4164,12,0,0,4881,0,1,0
1665,12112,0,1,1,1,0,0,0,0,4882,0,1,0
1666,98343,0,4,1,1,31961,16,0,0,4971,1,0,3
1667,83006,0,4,1,1,45167,13,0,0,4906,1,0,3
1669,78032,0,3,1,1,24046,23,0,0,4862,0,0,-1
1674,92905,0,1,1,1,1766,10,0,0,4827,1,1,0
1675,7430,0,1,1,1,10500,5,0,0,4791,1,1,0
1678,197673,0,4,1,1,48932,15,0,0,4775,1,0,-1
